Registrant Name,amount
BRADLEY ARANT BOULT CUMMINGS LLP,396800.0
AK STEEL HOLDING CORPORATION,396949.0
"GIBSON, DUNN & CRUTCHER LLP",398208.0
CALMETTO MANAGEMENT GROUP,399500.0
THE LUGAR GROUP (FKA LUGAR HELLMANN GROUP),399551.0
ENVISION HEALTHCARE,400000.0
THE ADVOCACY GROUP,401000.0
SENTRY INSURANCE COMPANY (FORMERLY SENTRY INSURANCE A MUTUAL COMPANY),401886.0
BEAM SUNTORY INC.,402367.03
"HOBBS, STRAUS, DEAN & WALKER, LLP",402830.87
"VISTA OUTDOOR, INC",402834.2
AMERICAN COMPOSITES MANUFACTURERS ASSOCIATION,403260.0
COMMERCE BANK,404162.0
"VIZIENT, INC.",405500.0
AZOA SERVICES CORP(ALLIANZ OF AMERICA) FORMERLY AZOA SERIVCES CORP/FIREMAN'S FUND(ALLIANZ OF AMERICA,405850.0
NATL ASSN FOR BEHAVIORAL HEALTHCARE,406310.42
ENBRIDGE (U.S.) INC,408700.0
"MATTOON & ASSOCIATES, LLC",408900.0
"NISSAN NORTH AMERICA, INC.",409970.0
HOLCIM PARTICIPATIONS (US) INC.,410700.0
"ALEXION PHARMACEUTICALS, INC.",411950.0
WESTERN GROWERS,413881.86
THORSEN FRENCH ADVOCACY LLC,414650.0
HARLOW GOVERNMENT RELATIONS LLC,414700.0
AMERICAN GAMING ASSOCIATION,414907.0
RICH FEUER ANDERSON,416390.4
"CONAGRA BRANDS, INC.",417000.0
"CJ LAKE, LLC",417372.2
PREMIUM CIGAR ASSOCIATION,418296.99
"SALESFORCE, INC.",419475.0
"VANTAGEKNIGHT, INC.",421349.0
BLACK HILLS CORPORATION,421900.0
INSTITUTE OF MAKERS OF EXPLOSIVES,422050.0
"DUTKO WORLDWIDE, LLC",423987.22
"OBADAL, FILLER, MACLEOD & KLEIN, P.L.C.",427536.95
KIT BOND STRATEGIES,428128.55
THE FRITTS GROUP,429412.48
ENTERTAINMENT SOFTWARE ASSOCIATION,430527.91
"PUBLIC STRATEGIES WASHINGTON, INC.",430700.91
"DAIICHI SANKYO, INC.",431000.0
NATIONAL MUSIC PUBLISHERS' ASSOCIATION,432041.19
"TOTAL SYSTEM SERVICES LLC, FORMERLY REPORTED AS TOTAL SYSTEM SERVICES, INC.",434250.0
"MARS, INCORPORATED",434313.65
"PORTERFIELD, FETTIG & SEARS, LLC",435966.0
BARRICK GOLD OF NORTH AMERICA,436000.0
"CASH AMERICA INTERNATIONAL, INC.",436200.0
KATE MOSS,436236.0
"ELBIT SYSTEMS OF AMERICA, LLC",436550.0
"MCALLISTER & QUINN, LLC",436682.0
ICE MILLER WHITEBOARD FORMERLY SZD WHITEBOARD,436900.0
"STRADLEY RONON STEVENS & YOUNG, LLP",436950.0
"SUNOCO, INC",439000.0
GLOBAL BUSINESS TRAVEL ASSOCIATION,440750.0
NATIONAL ASSOCIATION OF PROFESSIONAL INSURANCE AGENTS,441236.35
NATIONAL ASSOCIATION FOR GUN RIGHTS,442033.83
PUTALASTRATEGIES,442290.0
COMPETITIVE CARRIERS ASSOCIATION,442480.0
SHIPBUILDERS COUNCIL OF AMERICA (SCA),444300.0
"SOLVAY AMERICA, INC.",447650.0
AMERICAN BAR ASSOCIATION,447834.42
KLEIN/JOHNSON GROUP,448203.11
"TELEVISAUNIVISION, INC. (FKA UNIVISION COMMUNICATIONS INC.)",448650.0
"BLUESTONE STRATEGIES, LLC",448652.36
IRON MOUNTAIN INCORPORATED,449530.0
RENEWABLE FUELS ASSOCIATION,449931.09
EISAI INC.,452260.0
"TORREY ADVISORY GROUP (FORMERLY MICHAEL TORREY ASSOCIATES, LLC)",452557.1
ICE MILLER LLP,453325.37
"THEGROUP DC, LLC",454959.25
JACKSON LEWIS PC,455235.0
"INDEPENDENT ELECTRICAL CONTRACTORS, INC.",455480.89
LIVESTOCK MARKETING ASSOCIATION,456183.0
GUIDEWELL MUTUAL HOLDING CORPORATION,457500.0
DUANE MORRIS GOVERNMENT STRATEGIES,457659.18
CSL BEHRING LLC,458550.0
"THE CORMAC GROUP, LLC",459139.18
HUTTON STRATEGIES,462032.0
CENTER FOR SPORTFISHING POLICY,462477.36
AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES,463351.79
WESTINGHOUSE ELECTRIC COMPANY,463450.0
SUN LIFE FINANCIAL (U.S.) SERVICES COMPANY INC.,464500.0
RICHARD F. HOHLT,467400.0
LINCOLN POLICY GROUP,468092.0
"LEVEL 3 COMMUNICATIONS, LLC",468530.0
CRAY INC.,468802.0
EMC CORPORATION,469989.27
WASHINGTON2 ADVOCATES,470062.3
"SMITH & NEPHEW, INC.",470650.0
"BAKER BOTTS, L.L.P.",473450.0
"HIGHMARK, INC.",474375.0
NATIONAL ASSOCIATION OF ENROLLED AGENTS,474500.0
BUILDING OWNERS AND MANAGERS ASSOCIATION INTERNATIONAL,476790.0
INFORMATION TECHNOLOGY INDUSTRY COUNCIL,477158.27
MCCARTHY STRATEGIC SOLUTIONS,478735.54
"BUNGE NORTH AMERICA, INC",478800.0
CLEVELAND-CLIFFS INC.,479280.0
"LOCKRIDGE, GRINDAL, NAUEN, PLLP",479395.93
"RASKY PARTNERS, INC.",479468.7
"S.C. JOHNSON & SON, INC.",479550.0
CENTRUS ENERGY CORP.,480500.0
"PARK STRATEGIES WASHINGTON GROUP, LLC",482750.0
"OXBOW CARBON, LLC",483176.6
CAMBIA HEALTH SOLUTIONS,483900.0
VIRGIN TRAINS USA,486750.0
MARSHALL BRACHMAN,487505.0
EATON CORPORATION,487850.0
NEWS CORPORATION,491228.0
FULCRUM PUBLIC AFFAIRS LLC,491600.87
THE INGRAM GROUP LLC,494800.0
"CAPITOL CITY GROUP, LTD.",495074.3
"NRG ENERGY, INC.",495800.0
FMC CORPORATION,495880.0
FBB FEDERAL RELATIONS,496678.89
CROWELL & MORING LLP,497575.0
ENDO INTERNATIONAL,499500.0
BEN BARNES GROUP LP,499788.34
FEDERAL AGRICULTURAL MORTGAGE CORPORATION,499950.0
"GRAIL, LLC",501644.15
"MORRIS J. AMITAY, PC",501900.0
U.S. TIRE MANUFACTURERS ASSOCIATION,502000.0
"THE BUSINESS ROUNDTABLE, INC.",502703.0
AMERICAN INSURANCE ASSN,505715.0
MILITARY OFFICERS ASSOCIATION OF AMERICA,506422.53
LABORATORY CORPORATION OF AMERICA HOLDINGS,506700.0
"PLUM CREEK TIMBER COMPANY, INC.",507500.0
"MERIT MEDICAL SYSTEMS, INC.",507881.75
"POLICY MATTERS, LLC (FORMERLY KNOWN AS TKB CONSULTING, LLC)",508750.0
BUSINESS SOFTWARE ALLIANCE,510478.85
AMERICAN SOCIETY OF CATARACT & REFRACTIVE SURGERY,510500.0
"ATS COMMUNICATIONS, INC.",512450.0
"PRINTING INDUSTRIES OF AMERICA, INC.",512792.99
"VARIAN MEDICAL SYSTEMS, INC.",514450.0
AMERICAN CIVIL LIBERTIES UNION,516587.94
BROWN-FORMAN CORPORATION,517492.52
SMITH DAWSON & ANDREWS,518085.0
EXELIS INC. (FORMERLY ITT CORPORATION),520500.0
HILL-ROM HOLDINGS,521103.78
POTLATCHDELTIC CORPORATION,523112.0
DAVIS POLK & WARDWELL LLP,524440.0
PROTECTIVE LIFE CORPORATION,524600.0
"ZIMMER BIOMET, INC.",526310.0
"ROCKWELL COLLINS, INC",528700.0
"POLARIS GOVERNMENT RELATIONS, LLC",529009.78
"TROUTMAN PEPPER STRATEGIES, LLC (FKA TROUTMAN SANDERS PUBLIC AFFAIRS GROUP, LLC)",531177.67
"SHELL USA, INC. (FKA SHELL OIL COMPANY)",532659.34
EVERYTOWN FOR GUN SAFETY ACTION FUND,533999.11
"DCI GROUP, L.L.C.",534311.35
DAY & ZIMMERMANN,534600.0
EVERSOURCE ENERGY SERVICE COMPANY,536250.0
SABRE GLBL INC.,537550.0
OATH INC. AND VARIOUS SUBSIDIARIES,538571.0
GAP INC.,539000.0
"REGENERON PHARMACEUTICALS, INC",539200.0
SOUTHEASTERN LUMBER MANUFACTURERS ASSOCIATION,541497.05
MARATHON OIL CORPORATION,542400.0
NATIONAL ASSOCIATION FOR THE SELF-EMPLOYED (NASE),546525.0
"REPUBLIC CONSULTING, LLC",547817.72
CHAMBER HILL STRATEGIES,548260.0
XEROX CORPORATION,548450.0
SYSCO CORPORATION,549426.84
LUNDBECK LLC,549556.0
RENAL PHYSICIANS ASSOCIATION,550000.0
BOSE PUBLIC AFFAIRS GROUP,554222.19
"D&P CREATIVE STRATEGIES, LLC",554670.0
BYTEDANCE INC.,554700.0
MILLER & CHEVALIER CHARTERED,557914.14
THE CHUBB CORPORATION,558000.0
"MILNE, WIENER & SHOFE GLOBAL STRATEGIES (FKA M & W GOVERNMENT AFFAIRS, LLC)",561321.71
"PHILIPS HOLDING USA, INC.",561650.0
NETJETS INC.,564400.0
"SMITH ADVOCACY GROUP, LLC",568348.0
COMMUNITY FINANCIAL SERVICES ASSOCIATION OF AMERICA,569500.0
"ENS RESOURCES, INC.",573449.23
BOOZ ALLEN HAMILTON INC.,575900.0
"APPLIED MATERIALS, INC",578150.0
"VMWARE, INC.",579433.0
VOYA SERVICES COMPANY,580500.0
NATIONAL ASSOCIATION OF PROFESSIONAL EMPLOYER ORGANIZATIONS,582500.0
"THE RUSSELL GROUP, INC.",582990.36
INTERSTATE NATURAL GAS ASSOCIATION OF AMERICA,584000.0
"NATIONAL FOREIGN TRADE COUNCIL, INC",585494.0
PORTLAND CEMENT ASSOCIATION,586140.02
"TROUTMAN PEPPER HAMILTON SANDERS, LLP",586456.28
SI GROUP CLIENT SERVICES,586700.0
SLM CORPORATION,589800.0
BALLARD SPAHR LLP,590850.04
ALLIANT ENERGY CORPORATION,592850.0
NATIONAL POTATO COUNCIL,594063.29
JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A),595050.0
NATIONAL OCEAN INDUSTRIES ASSOCIATION,595382.29
SERCO INC.,596300.0
KELLOGG COMPANY,599000.0
HART HEALTH STRATEGIES,600016.0
ASHLAND INC (PREVIOUSLY KNOWN AS ASHLAND LLC),600240.0
ULTRA ELECTRONICS DEFENSE INC,602150.0
JOCELYN HONG & ASSOCIATES,602307.0
STEPHENS INVESTMENTS HOLDINGS LLC,603000.0
AMERICAN BUS ASSOCIATION,603655.0
THE RABEN GROUP,610127.64
"CONSOL ENERGY, INC",611450.0
MUTUAL OF OMAHA,611738.0
SOUTHERN MINNESOTA BEET SUGAR COOP,612000.0
POPULATION CONNECTION ACTION FUND,613000.0
DICKSTEIN SHAPIRO LLP,613924.5
"HCR MANOR CARE, PAC",615700.0
"ELEKTA, INC.",617200.0
CMFG LIFE INSURANCE COMPANY,617865.0
NATIONAL ORGANIZATION OF SOCIAL SECURITY CLAIMANTS' REPRESENTATIVES,618403.37
LINDE INC.,618500.0
"WASTE MANAGEMENT, INC.",618900.0
"INTELLECTUAL VENTURES MANAGEMENT, LLC",619140.0
"AMERICAN FAMILY MUTUAL INSURANCE COMPANY, S.I.",619850.0
JETBLUE AIRWAYS CORPORATION,625100.0
"TELLURIAN, INC.",627605.11
NIXON PEABODY LLP,627857.0
OWEN EVANS INGOLS,629775.0
SOCIETY FOR VASCULAR SURGERY,630270.0
PROFESSIONAL COMPOUNDING CENTERS OF AMERICA,630298.35
"TRIUMPH GROUP, INC",632000.0
"LHC GROUP, INC.",632750.0
ALTICOR INC.,633371.58
"SIGNAL GROUP CONSULTING, LLC",634268.23
NATIONAL FISHERIES INSTITUTE,636750.0
TODD STRATEGY GROUP,637050.0
"DARDEN RESTAURANTS, INC.",638550.0
"PPG INDUSTRIES, INC",638925.18
"ERVIN GRAVES STRATEGY GROUP, LLC",640695.3
BROWN RUDNICK LLP,640988.88
AMERICAN UROLOGICAL ASSOCIATION,643587.0
TEXAS CATTLE FEEDERS ASSOCIATION,644430.0
"OTSUKA AMERICA PHARMACEUTICAL, INC.",645000.0
AMERICAN PUBLIC POWER ASSOCIATION,649900.0
PERNOD RICARD,649993.54
SMITHS GROUP SERVICES CORPORATION,650298.0
"WEXLER | WALKER, A UNIT OF HILL+KNOWLTON STRATEGIES, LLC",650599.49
WHIRLPOOL CORPORATION,652250.0
AON CORPORATION,652300.0
"AMENTUM SERVICES, INC.",653150.0
CASE NEW HOLLAND INDUSTRIAL INC.,655600.0
"FRAMATOME, INC. (FORMELY KNOWN AS AREVA, INC.)",656650.0
"WRITERS GUILD OF AMERICA, WEST, INC.",658526.05
"OUTDOOR ADVERTISING ASSOCIATION OF AMERICA, INC.",658673.26
RENSSELAER POLYTECHNIC INSTITUTE,661102.95
CORTEVA AGRISCIENCE LLC (FKA E.I. DU PONT DE NEMOURS AND COMPANY),661709.0
GENERAL AVIATION MANUFACTURERS ASSOCIATION,664750.0
ENVIRONMENTAL DEFENSE ACTION FUND,670830.73
CAREER EDUCATION COLLEGES & UNIVERSITIES (FKA ASS'N OF PRIVATE SECTOR COLLEGES A,673107.78
BUFFALO WILD WINGS INC,674500.0
FAEGRE BAKER DANIELS CONSULTING,674814.67
THE FERTILIZER INSTITUTE,675750.0
DEFENDERS OF WILDLIFE,675752.28
QUEST DIAGNOSTICS INCORPORATED,676600.0
MORTGAGE GUARANTY INSURANCE CORPORATION,678100.0
FLORIDA BANKERS ASSOCIATION,680400.0
"FRANKLIN SQUARE HOLDINGS, L.P.",680700.0
"HCA HEALTHCARE, INC.",681000.0
"VAN NESS FELDMAN, LLP",685162.45
"DIRECTORS GUILD OF AMERICA, INC.",692680.1
ASSOCIATED EQUIPMENT DISTRIBUTORS,694990.96
WILMER CUTLER PICKERING HALE AND DORR LLP,695997.7
"UNIVERSITY OF PHOENIX, INC.",697518.14
SPLITOAK STRATEGIES LLC,701147.96
SUNOVION PHARMACEUTICALS INC.,701775.0
AMERICAN SPORTFISHING ASSOCIATION,703525.99
THE MCMANUS GROUP,705326.0
PHARMAVITE LLC,707687.6
CBS CORPORATION,711022.22
SIDLEY AUSTIN LLP,712919.96
"MERCURY PUBLIC AFFAIRS, LLC",714393.36
"AVANGRID, INC.",715534.42
"FIERCE, ISAKOWITZ & BLALOCK",718850.0
NATIONAL WOMEN'S LAW CENTER,720010.21
MEDICAL DEVICE MANUFACTURERS ASSOCIATION,722750.0
"CARGILL, INC.",726249.96
"SAP AMERICA, INC.",728360.0
"THE HOBBS GROUP, LLC",729250.0
AMERICAN RENTAL ASSOCIATION,730685.0
FOX CORPORATION,732500.0
BARCLAYS US GPF INC.,740738.81
"THE LIVINGSTON GROUP, LLC",742115.98
"THE JERRY COSTELLO GROUP, LLC",743100.0
MALLINCKRODT LLC,743300.0
MAXAR TECHNOLOGIES HOLDINGS INC.,744350.0
SPECIALTY EQUIPMENT MARKET ASSOCIATION,744849.0
"INDEPENDENCE BLUE CROSS, LLC",745375.0
NATIONAL ASPHALT PAVEMENT ASSOCIATION,747000.0
SCHWAN'S COMPANY,749000.0
KNIGHT CAPITOL CONSULTANTS,754800.0
LINCOLN NATIONAL CORPORATION,755000.0
"PEDIATRIX MEDICAL GROUP, INC. (FORMERLY MEDNAX, INC.)",755000.0
COVANTA ENERGY LLC,756800.0
SOCIETY OF INTERVENTIONAL RADIOLOGY,757100.0
STANTON PARK GROUP,757716.9
AMERICAN PHARMACISTS ASSOCIATION,757800.0
WINDSTREAM SERVICES LLC,759650.0
"LAW OFFICES OF FREDERICK H. GRAEFE, PLLC",760968.79
CHESAPEAKE ENTERPRISES,761050.0
GEORGETOWN UNIVERSITY,763471.24
BOYD GAMING CORPORATION,763500.0
APPRAISAL INSTITUTE,766250.0
CHICAGO BRIDGE & IRON COMPANY N.V.,767100.0
COBHAM ADVANCED ELECTRONIC SOLUTIONS (PREVIOUSLY: COBHAM MANAGEMENT SERVICES INC),769200.0
"YUM! BRANDS, INC.",777370.0
AMERICAN AMBULANCE ASSOCIATION,780131.76
"TEVA PHARMACEUTICALS USA, INC.",780650.0
FLORIDA CITRUS MUTUAL,781400.0
RECORDING INDUSTRY ASSOCIATION OF AMERICA,782368.68
"LEHIGH HANSON, INC.",785750.0
AMERICAN GASTROENTEROLOGICAL ASSOCIATION,791258.0
"HALL, RENDER, KILLIAN, HEATH & LYMAN, P.C.",792864.41
"TWENTY-FIRST CENTURY GROUP, INC.",793020.0
FTI GOVERNMENT AFFAIRS,793279.11
AMERICAN ACADEMY OF PHYSICIAN ASSOCIATES,794865.0
THE NATIONAL RIGHT TO WORK COMMITTEE,797103.72
"HOWMET AEROSPACE, INC. FORMALLY KNOWN AS ARCONIC, INC.",798418.4
LYONDELL CHEMICAL COMPANY,799200.0
"THE PETRIZZO GROUP, INC.",799900.0
"WSP USA (FKA AS PARSONS BRINCKERHOFF, INC.)",800900.0
WAKEFERN FOOD CORP.,801583.0
THE KROGER CO.,802500.0
"ASSURANT, INC.",804800.0
TE CONNECTIVITY CORPORATION,807885.0
THE GOODYEAR TIRE & RUBBER COMPANY,808050.0
NORTH CAROLINA FARM BUREAU FEDERATION,818500.0
KEYCORP,819050.0
"MOTION PICTURE ASSOCIATION, INC.",821081.87
CHARTWELL STRATEGY GROUP LLC,822962.0
DUANE MORRIS LLP,824762.52
"INTERDIGITAL, INC.",825450.0
"A10 ASSOCIATES, LLC",826293.87
THE ESOP ASSOCIATION,829840.0
BREAUX LOTT LEADERSHIP GROUP,830450.0
LOCKE LORD PUBLIC POLICY GROUP LLC,832825.18
"ALKERMES, INC.",833000.0
SOLAR ENERGY INDUSTRIES ASSOCIATION,836673.94
"AEROJET ROCKETDYNE, INC",839550.65
MRS. VERONICA MCCANN FLOYD,841000.0
NORTH AMERICAN MEAT INSTITUTE (AMERICAN MEAT INSTITUTE),841097.34
DALY CONSULTING GROUP,842690.0
"CH2M HILL COMPANIES, LTD",843315.0
"CLARK HILL, PLC",844254.12
"HUSCH BLACKWELL, LLP",847383.67
"CONTINENTAL AUTOMOTIVE SYSTEMS, INC.",848050.0
THE OPTIONS CLEARING CORPORATION,848200.0
"CHAMBERS, CONLON & HARTWELL, LLC",848839.58
OWENS CORNING,854150.0
"MINDSET ADVOCACY, LLC",858617.79
"W STRATEGIES, LLC",859400.0
"KIMBERLY CONSULTING, LLC",860150.0
"HORIZON THERAPEUTICS USA, INC. (FKA HORIZON PHARMA USA, INC.)",866600.0
AMERICAN SUGARBEET GROWERS ASSOCIATION,866759.0
"ALPHA NATURAL RESOURCES, INC.",869400.0
"ALLERGAN USA, INC.",869424.0
"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",869779.49
UNIVERSITY OF DELAWARE,872318.74
ASSOCIATION OF EQUIPMENT MANUFACTURERS,873458.64
TENET HEALTHCARE CORPORATION,875550.0
"REINSURANCE GROUP OF AMERICA, INCORPORATED",883750.0
"THE DIRECTV GROUP, INC.",885500.0
NATIONAL ALLIANCE OF FOREST OWNERS,886700.0
ITC HOLDINGS CORP.,891058.5
SC PARTNERS LLC,893099.94
AMBULATORY SURGERY CENTER ASSOCIATION,893850.0
"NASDAQ, INC.",895550.0
NOMURA HOLDING AMERICA INC.,896213.76
AKERMAN LLP,898378.2
"TRANSPORTATION TRADES DEPARTMENT, AFL-CIO",898580.03
BIOGEN,900860.0
U.S. CELLULAR CORP,905000.0
BMO HARRIS BANK N.A.,909049.85
ENCOMPASS HEALTH CORPORATION (FKA HEALTHSOUTH CORPORATION),912054.89
"EQUIFAX, INC.",918200.0
HEALTHCARE DISTRIBUTION ALLIANCE(HDA)(FORMERLY HEALTHCARE DISTRIBUTION MANAGEMENT ASSOCIATION (HDMA),919050.0
"SALTCHUK RESOURCES, INC.",919230.24
"HERBALIFE INTERNATIONAL OF AMERICA, INC.",919939.86
"ALASKA AIRLINES, INC.",921350.0
ASSOCIATION FOR ACCESSIBLE MEDICINES,921645.04
"TD BANK, NA",922300.0
"AMERICAN SOCIETY OF TRAVEL ADVISORS, INC.",923450.0
BLANK ROME LLP,926852.0
"BECTON, DICKINSON AND COMPANY",928100.0
"TRANSCANADA PIPELINES, LTD",928600.0
NATIONAL MILK PRODUCERS FEDERATION,934641.75
"INNOVATIVE FEDERAL STRATEGIES, LLC",935460.26
NATIONAL COUNCIL OF FARMER COOPERATIVES,936400.0
WINNING STRATEGIES WASHINGTON,938918.62
THE CARLYLE GROUP,941900.0
BRACEWELL LLP,943965.77
UNIDOSUS (FKA NATIONAL COUNCIL OF LA RAZA),945101.8
THE KRAFT HEINZ COMPANY,947028.86
INTERNATIONAL LONGSHORE & WAREHOUSE UNION,953100.0
COMMERCIAL REAL ESTATE FINANCE COUNCIL,958550.0
ACG ADVOCACY,958865.04
AMERICAN SOCIETY OF ASSOCIATION EXECUTIVES,960482.05
HF SINCLAIR CORPORATION,961850.0
CONSUMER BRANDS ASSOCIATION (PKA: GROCERY MANUFACTURERS ASSOCIATION),965777.76
NATIONAL PROPANE GAS ASSOCIATION,965854.0
CHS INC.,966023.0
"CAPITOL TAX PARTNERS, LLP",979290.0
"THE SMITH-FREE GROUP, LLC",981529.35
"CUMMINS, INC.",982091.0
SAFEWAY INC.,982540.05
TYCO INTERNATIONAL MGMT CO,985750.0
PITNEY BOWES INC.,987500.0
"INVESCO HOLDING COMPANY (US), INC",992550.0
CELGENE CORPORATION,992705.0
RETAIL INDUSTRY LEADERS ASSOCIATION,999458.99
"BOCKORNY GROUP, INC.",1004432.12
KINDRED HEALTHCARE D/B/A SCIONHEALTH,1006300.0
PEABODY INVESTMENTS CORP.,1007060.0
LIQUID ENERGY PIPELINE ASSOCIATION,1011492.88
LAWYERS' COMMITTEE FOR CIVIL RIGHTS UNDER LAW,1013254.73
RITE AID CORPORATION,1015600.0
GREATER NEW YORK HOSPITAL ASSOCIATION,1023241.0
THE CONNOLLY GROUP,1024095.0
BROTHERHOOD OF RAILROAD SIGNALMEN,1025550.0
MGM RESORTS INTERNATIONAL,1027895.0
NATIONAL RURAL WATER ASSOCIATION,1034550.0
"BLUE ORIGIN, LLC",1044400.0
"NELNET, INC.",1045283.0
"GILEAD SCIENCES, INC.",1046915.14
AMERICAN PSYCHOLOGICAL ASSOCIATION SERVICES INC.(FKA AMERICAN PSYCHOLOGICAL ASSN,1047607.1
FOX SHUFFLER,1049100.0
SYNGENTA CORPORATION,1050251.0
BALLARD PARTNERS,1050610.5
SPECTRA ENERGY,1050909.0
TEXAS INSTRUMENTS INCORPORATED,1051331.0
"MCDONALD HOPKINS GOVERNMENT STRATEGIES, LLC",1052900.0
SENIOR CARE PHARMACY COALITION,1054741.07
"CAESARS ENTERPRISE SERVICES, LLC",1055928.84
NATIONAL GROCERS ASSOCIATION,1056145.78
AMERICAN SOCIETY OF PENSION PROFESSIONALS & ACTUARIES,1056218.01
THE ROYER LAW FIRM (FORMERLY ROYER & BROOKS),1057010.0
"FEDERAL POLICY GROUP, LLC",1060841.74
FLORIDA CRYSTALS CORPORATION,1063770.0
"CITIZENS FINANCIAL GROUP, INC.",1067925.0
"IETAN CONSULTING, LLC",1068168.6
CROPLIFE AMERICA,1068235.0
ORACLE CERNER (FORMERLY CERNER CORPORATION),1069000.0
BIOMARIN PHARMACEUTICAL INC.,1069250.0
FIFTH THIRD BANCORP,1071950.0
INTERNATIONAL FOODSERVICE DISTRIBUTORS ASSOCIATION,1077236.0
GENESEE & WYOMING INC.,1080934.0
GIFFORDS,1081845.79
"PLANNED PARENTHOOD FEDERATION OF AMERICA, INC.",1082927.42
NALEO EDUCATIONAL FUND,1085296.37
SMALL BUSINESS INVESTOR ALLIANCE,1086166.0
EQUIPMENT LEASING AND FINANCE ASSOCIATION,1086500.0
WEST FRONT STRATEGIES LLC,1086549.99
"ARNALL GOLDEN GREGORY, LLP",1087391.22
ANADARKO PETROLEUM CORPORATION,1089750.0
AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,1093498.93
MASIMO CORPORATION,1095718.76
"CARD & ASSOCIATES, LLC",1096204.68
VIATRIS INC.,1106800.0
"AMERICAN COLLEGE OF PHYSICIAN SERVICES, INC.",1110605.0
"MAYNARD, COOPER & GALE, P.C.",1113850.0
MECHANICAL CONTRACTORS ASSOCIATION OF AMERICA,1115000.0
STATE STREET BANK AND TRUST COMPANY AND ITS AFFILIATES,1115750.0
"PREMIER, INC.",1116650.0
OWNER-OPERATOR INDEPENDENT DRIVERS ASSOCIATION,1122650.0
FAEGRE BAKER DANIELS,1128457.76
RELX INC.,1129410.05
"THE OB-C GROUP, LLC",1130220.12
CELANESE CORPORATION,1136576.0
BLUE SHIELD OF CALIFORNIA,1137800.0
"TYSON FOODS, INC",1138023.51
DIAGEO NORTH AMERICA,1140300.27
"NATIONAL BUSINESS AVIATION ASSOCIATION, INC.",1144000.0
UNIVERSAL MUSIC GROUP,1144122.95
AMERICAN CLINICAL LABORATORY ASSN,1145594.29
"JM FAMILY ENTERPRISES, INC",1152567.08
AFL-CIO,1152834.98
AMERICAN CLEAN POWER ASSOCIATION,1155157.41
NATIONAL COUNCIL OF TEXTILE ORGANIZATIONS,1156750.0
BLUE CROSS BLUE SHIELD OF MICHIGAN,1163700.0
WARNERMEDIA GROUP (FORMERLY KNOWN AS TIME WARNER),1164420.0
MOLSON COORS BEVERAGE COMPANY USA LLC,1165185.57
"THE FRIEDKIN GROUP, INC.",1165900.0
VISTRA CORPORATE SERVICES COMPANY (FKA VISTRA CORP.),1169677.89
MANUFACTURED HOUSING INSTITUTE,1170560.66
"DISTILLED SPIRITS COUNCIL OF THE U.S., INC.",1170922.58
ARTBA,1179570.0
SIMPLOT CO. J.R.,1182450.0
NATIONAL ASSOCIATION OF SPINE SPECIALISTS,1184325.0
"WELLCARE HEALTH PLANS, INC.",1187650.0
INTERNATIONAL DAIRY FOODS ASSOCIATION,1201452.66
"MILLER STRATEGIES, LLC",1202900.0
"DEVON ENERGY PRODUCTION COMPANY, LP",1204200.0
AMERICAN COLLEGE OF RHEUMATOLOGY,1207117.35
"ENVIRONMENT AMERICA, INC.",1207882.42
AMERICAN ACADEMY OF OTOLARYNGOLOGY-HEAD AND NECK SURGERY,1208367.0
NATIONAL ASSOCIATION OF WHOLESALER-DISTRIBUTORS,1212800.0
"FRANKLIN SQUARE GROUP, LLC",1213425.2
NAIOP,1216200.0
"AMERICAN DEFENSE INTERNATIONAL, INC.",1225686.73
"NATSO, INC.",1226550.0
SALT RIVER PROJECT,1229000.0
"ELEVANTA, LLC",1246750.0
POLARIS INDUSTRIES,1247050.0
NATIONAL COMMITTEE TO PRESERVE SOCIAL SECURITY AND MEDICARE,1249086.04
ANDEAVOR,1253500.0
"MICRON TECHNOLOGY, INC.",1256730.0
BROWN UNIVERSITY,1269447.35
MR. DOYCE BOESCH,1269895.0
SIEMENS CORPORATION,1273142.7
"BALCH & BINGHAM, LLP",1275925.0
"EMD SERONO, INC.",1276375.0
NATIONAL PARTNERSHIP FOR WOMEN & FAMILIES,1276601.0
TRANSPORTATION INTERMEDIARIES ASSOCIATION,1277475.0
ASSOCIATION OF AMERICAN RAILROADS,1284610.04
THE AES CORPORATION,1285250.0
ANIMAL WELLNESS ACTION,1293095.0
INSURED RETIREMENT INSTITUTE,1296693.11
NATIONAL ASSOCIATION OF CHEMICAL DISTRIBUTORS,1297775.0
UNITED STATES TELECOM ASSN,1300456.87
PRIMERICA LIFE INSURANCE COMPANY,1302645.0
NATIONAL POSTAL MAIL HANDLERS UNION,1303500.0
UNITED STATES STEEL CORPORATION,1309495.0
ALLIANCE FOR AUTOMOTIVE INNOVATION,1314141.07
"TRINITY INDUSTRIES, INC",1317800.0
HILTON WORLDWIDE,1321350.0
MICHAEL BEST STRATEGIES LLC,1321889.56
ARGENTUM,1327325.0
"JEFFREY J. KIMBELL & ASSOCIATES, INC.",1330548.0
GEPHARDT GROUP GOVERNMENT AFFAIRS,1331035.0
TRANS UNION LLC,1331750.0
